,0
0,-13.2
1,-13.2
2,-26.4
3,-39.599999999999994
4,-52.8
5,-52.8
6,-66.0
7,-79.19999999999999
8,-79.19999999999999
9,-105.6
10,-105.6
11,-118.8
12,-132.0
13,-145.2
14,-145.2
15,-158.4
16,-171.6
17,-171.60000000000002
18,-184.8
19,-198.0
20,-198.00000000000003
21,-224.40000000000003
22,-237.60000000000002
23,-250.8
24,-250.8
25,-264.0
26,-277.2
27,-290.40000000000003
28,-277.20000000000005
29,-303.6
30,-316.8
31,-316.8
32,-343.20000000000005
33,-343.20000000000005
34,-356.40000000000003
35,-369.6
36,-382.8
37,-382.80000000000007
38,-396.00000000000006
39,-409.20000000000005
40,-409.20000000000005
41,-422.40000000000003
42,-435.5999999999999
43,-448.7999999999999
44,-461.9999999999999
45,-475.19999999999976
46,-488.39999999999975
47,-488.39999999999975
48,-501.5999999999996
49,-514.7999999999996
50,-514.7999999999995
51,-541.1999999999996
52,-541.1999999999996
53,-554.3999999999995
54,-567.5999999999996
55,-580.7999999999995
56,-580.7999999999995
57,-593.9999999999995
58,-593.9999999999995
59,-620.3999999999995
60,-620.3999999999994
61,-633.5999999999995
62,-646.7999999999995
63,-659.9999999999994
64,-673.1999999999995
65,-686.3999999999994
66,-686.3999999999994
67,-699.5999999999995
68,-712.7999999999995
69,-725.9999999999994
70,-725.9999999999994
71,-725.9999999999994
72,-752.3999999999994
73,-765.5999999999995
74,-778.7999999999994
75,-778.7999999999994
76,-778.7999999999994
77,-805.1999999999994
78,-818.3999999999994
79,-818.3999999999993
80,-818.3999999999993
81,-831.5999999999992
82,-857.9999999999993
83,-857.9999999999991
84,-871.1999999999991
85,-884.3999999999992
86,-897.5999999999992
87,-884.3999999999992
88,-884.3999999999992
89,-884.3999999999992
90,-884.3999999999992
91,-884.3999999999992
92,-871.1999999999991
93,-871.1999999999991
94,-871.1999999999991
95,-871.1999999999991
96,-857.9999999999991
97,-857.9999999999991
98,-857.9999999999991
99,-857.9999999999991
100,-857.9999999999991
101,-857.9999999999991
102,-857.9999999999991
103,-857.9999999999991
104,-844.799999999999
105,-844.799999999999
106,-844.799999999999
107,-844.799999999999
108,-844.799999999999
109,-844.799999999999
110,-844.799999999999
111,-844.799999999999
112,-831.599999999999
113,-831.599999999999
114,-831.599999999999
115,-831.599999999999
116,-831.599999999999
117,-831.599999999999
118,-831.599999999999
119,-831.599999999999
120,-831.599999999999
121,-831.599999999999
122,-831.599999999999
123,-831.599999999999
124,-831.599999999999
125,-831.599999999999
126,-831.599999999999
127,-831.599999999999
128,-831.599999999999
129,-831.599999999999
130,-831.599999999999
131,-831.599999999999
132,-818.399999999999
133,-818.399999999999
134,-818.399999999999
135,-818.399999999999
136,-818.399999999999
137,-818.399999999999
138,-805.1999999999989
139,-805.1999999999989
140,-805.1999999999989
141,-805.1999999999989
142,-805.1999999999989
143,-805.1999999999989
144,-791.9999999999989
145,-778.7999999999988
146,-778.7999999999988
147,-778.7999999999988
148,-778.7999999999988
149,-765.5999999999988
150,-765.5999999999988
151,-765.5999999999988
152,-765.5999999999988
153,-765.5999999999988
154,-765.5999999999988
155,-765.5999999999988
156,-752.3999999999987
157,-739.1999999999987
158,-739.1999999999987
159,-739.1999999999987
160,-739.1999999999987
161,-725.9999999999986
162,-725.9999999999986
163,-699.5999999999987
164,-686.3999999999986
165,-686.3999999999986
166,-686.3999999999986
167,-673.1999999999986
168,-673.1999999999986
169,-673.1999999999986
170,-659.9999999999985
171,-659.9999999999985
172,-646.7999999999985
173,-633.5999999999984
174,-633.5999999999984
175,-620.3999999999984
176,-620.3999999999984
177,-620.3999999999984
178,-620.3999999999984
179,-607.1999999999983
180,-607.1999999999983
181,-607.1999999999983
182,-607.1999999999983
183,-607.1999999999983
184,-607.1999999999983
185,-593.9999999999983
186,-580.7999999999982
187,-580.7999999999982
188,-567.5999999999982
189,-541.1999999999982
190,-541.1999999999982
191,-541.1999999999982
192,-541.1999999999982
