,0
0,-13.2
1,-13.2
2,-26.4
3,-26.399999999999995
4,-26.399999999999995
5,-52.79999999999998
6,-52.79999999999998
7,-65.99999999999999
8,-79.19999999999999
9,-92.39999999999999
10,-92.39999999999999
11,-105.6
12,-118.8
13,-118.8
14,-132.00000000000003
15,-118.80000000000001
16,-158.4
17,-158.4
18,-171.60000000000002
19,-171.60000000000002
20,-171.60000000000005
21,-198.00000000000003
22,-198.00000000000003
23,-211.20000000000002
24,-224.4000000000001
25,-237.60000000000008
26,-224.4000000000001
27,-250.80000000000007
28,-250.80000000000007
29,-277.2000000000001
30,-277.2000000000001
31,-290.4000000000001
32,-303.6000000000001
33,-303.6000000000001
34,-316.80000000000007
35,-330.0000000000001
36,-330.0000000000001
37,-343.2000000000001
38,-343.2000000000001
39,-356.4000000000001
40,-356.4000000000001
41,-382.80000000000007
42,-395.99999999999994
43,-382.79999999999995
44,-409.2
45,-422.3999999999999
46,-422.3999999999999
47,-435.5999999999999
48,-448.7999999999999
49,-448.7999999999999
50,-448.7999999999998
51,-475.19999999999965
52,-475.19999999999965
53,-475.19999999999965
54,-488.3999999999995
55,-501.5999999999995
56,-514.7999999999995
57,-527.9999999999994
58,-541.1999999999995
59,-541.1999999999995
60,-554.3999999999995
61,-567.5999999999995
62,-567.5999999999995
63,-580.7999999999995
64,-580.7999999999994
65,-593.9999999999994
66,-607.1999999999995
67,-620.3999999999994
68,-620.3999999999994
69,-620.3999999999994
70,-633.5999999999993
71,-659.9999999999993
72,-659.9999999999993
73,-673.1999999999994
74,-686.3999999999993
75,-686.3999999999993
76,-699.5999999999993
77,-699.5999999999993
78,-712.7999999999993
79,-712.7999999999993
80,-739.1999999999992
81,-739.1999999999992
82,-752.3999999999993
83,-765.5999999999993
84,-778.7999999999993
85,-765.5999999999992
86,-791.9999999999992
87,-791.9999999999992
88,-778.7999999999992
89,-778.7999999999992
90,-778.7999999999992
91,-778.7999999999992
92,-765.5999999999991
93,-765.5999999999991
94,-765.5999999999991
95,-752.3999999999991
96,-752.3999999999991
97,-752.3999999999991
98,-752.3999999999991
99,-752.3999999999991
100,-739.199999999999
101,-739.199999999999
102,-739.199999999999
103,-712.799999999999
104,-712.799999999999
105,-712.799999999999
106,-712.799999999999
107,-712.799999999999
108,-699.599999999999
109,-673.199999999999
110,-673.199999999999
111,-673.199999999999
112,-673.199999999999
113,-673.199999999999
114,-673.199999999999
115,-673.199999999999
116,-673.199999999999
117,-646.799999999999
118,-633.599999999999
119,-633.599999999999
120,-633.599999999999
121,-633.599999999999
122,-633.599999999999
123,-620.399999999999
124,-607.1999999999989
125,-593.9999999999989
126,-593.9999999999989
127,-593.9999999999989
128,-593.9999999999989
129,-593.9999999999989
130,-593.9999999999989
131,-593.9999999999989
132,-593.9999999999989
133,-593.9999999999989
134,-567.5999999999989
135,-554.3999999999988
136,-541.1999999999988
137,-527.9999999999987
138,-527.9999999999987
139,-527.9999999999987
140,-527.9999999999987
141,-514.7999999999987
142,-514.7999999999987
143,-501.5999999999987
144,-501.5999999999987
145,-501.5999999999987
146,-488.3999999999987
147,-488.3999999999987
148,-488.3999999999987
149,-488.3999999999987
150,-488.3999999999987
151,-488.3999999999987
152,-488.3999999999987
153,-488.3999999999987
154,-488.3999999999987
155,-488.3999999999987
156,-475.19999999999874
157,-448.79999999999876
158,-448.79999999999876
159,-422.3999999999988
160,-422.3999999999988
161,-422.3999999999988
162,-409.1999999999988
163,-409.1999999999988
164,-409.1999999999988
165,-395.9999999999988
166,-395.9999999999988
167,-395.9999999999988
168,-369.59999999999883
169,-369.59999999999883
170,-356.39999999999884
171,-356.39999999999884
172,-356.39999999999884
173,-343.19999999999885
174,-343.19999999999885
175,-343.19999999999885
176,-329.99999999999886
177,-329.99999999999886
178,-329.99999999999886
179,-316.7999999999989
180,-316.7999999999989
181,-316.7999999999989
182,-316.7999999999989
183,-316.7999999999989
184,-303.5999999999989
185,-290.3999999999989
186,-277.1999999999989
187,-277.1999999999989
188,-277.1999999999989
189,-263.9999999999989
190,-263.9999999999989
191,-263.9999999999989
192,-250.79999999999893
