,0
0,-13.2
1,-13.2
2,-26.4
3,-26.399999999999995
4,-39.599999999999994
5,-65.99999999999999
6,-79.19999999999999
7,-79.19999999999999
8,-92.39999999999999
9,-105.6
10,-92.4
11,-118.8
12,-145.20000000000002
13,-132.00000000000003
14,-145.20000000000005
15,-171.60000000000005
16,-171.60000000000005
17,-198.00000000000003
18,-211.20000000000005
19,-224.4000000000001
20,-224.4000000000001
21,-237.60000000000008
22,-237.60000000000008
23,-250.80000000000007
24,-264.0000000000001
25,-290.4000000000001
26,-290.4000000000001
27,-303.6000000000001
28,-316.80000000000007
29,-330.0000000000001
30,-343.2000000000001
31,-356.4000000000001
32,-369.6000000000001
33,-369.6000000000001
34,-382.80000000000007
35,-396.00000000000006
36,-396.0
37,-422.40000000000003
38,-422.3999999999999
39,-435.5999999999999
40,-448.7999999999998
41,-448.7999999999998
42,-475.19999999999965
43,-488.39999999999964
44,-501.5999999999995
45,-501.5999999999995
46,-514.7999999999994
47,-527.9999999999994
48,-541.1999999999994
49,-554.3999999999994
50,-554.3999999999994
51,-580.7999999999994
52,-567.5999999999993
53,-593.9999999999993
54,-607.1999999999994
55,-620.3999999999994
56,-633.5999999999993
57,-646.7999999999994
58,-646.7999999999994
59,-659.9999999999993
60,-646.7999999999994
61,-686.3999999999994
62,-699.5999999999995
63,-712.7999999999994
64,-725.9999999999994
65,-712.7999999999994
66,-725.9999999999994
67,-752.3999999999994
68,-765.5999999999993
69,-765.5999999999993
70,-791.9999999999993
71,-791.9999999999993
72,-805.1999999999994
73,-818.3999999999993
74,-831.5999999999993
75,-844.7999999999994
76,-857.9999999999994
77,-857.9999999999994
78,-857.9999999999994
79,-857.9999999999994
80,-857.9999999999994
81,-857.9999999999994
82,-844.7999999999994
83,-831.5999999999993
84,-831.5999999999993
85,-831.5999999999993
86,-831.5999999999993
87,-831.5999999999993
88,-831.5999999999993
89,-831.5999999999993
90,-831.5999999999993
91,-831.5999999999993
92,-831.5999999999993
93,-831.5999999999993
94,-831.5999999999993
95,-831.5999999999993
96,-831.5999999999993
97,-831.5999999999993
98,-831.5999999999993
99,-831.5999999999993
100,-831.5999999999993
101,-831.5999999999993
102,-831.5999999999993
103,-831.5999999999993
104,-831.5999999999993
105,-818.3999999999993
106,-818.3999999999993
107,-818.3999999999993
108,-805.1999999999992
109,-791.9999999999992
110,-791.9999999999992
111,-791.9999999999992
112,-791.9999999999992
113,-778.7999999999992
114,-778.7999999999992
115,-765.5999999999991
116,-765.5999999999991
117,-765.5999999999991
118,-765.5999999999991
119,-765.5999999999991
120,-765.5999999999991
121,-765.5999999999991
122,-752.3999999999991
123,-752.3999999999991
124,-739.199999999999
125,-739.199999999999
126,-739.199999999999
127,-739.199999999999
128,-739.199999999999
129,-739.199999999999
130,-725.999999999999
131,-725.999999999999
132,-725.999999999999
133,-725.999999999999
134,-725.999999999999
135,-725.999999999999
136,-725.999999999999
137,-712.7999999999989
138,-712.7999999999989
139,-699.5999999999989
140,-699.5999999999989
141,-686.3999999999988
142,-686.3999999999988
143,-686.3999999999988
144,-686.3999999999988
145,-686.3999999999988
146,-673.1999999999988
147,-673.1999999999988
148,-673.1999999999988
149,-673.1999999999988
150,-673.1999999999988
151,-673.1999999999988
152,-659.9999999999987
153,-659.9999999999987
154,-633.5999999999988
155,-633.5999999999988
156,-633.5999999999988
157,-633.5999999999988
158,-607.1999999999988
159,-607.1999999999988
160,-607.1999999999988
161,-607.1999999999988
162,-593.9999999999987
163,-593.9999999999987
164,-593.9999999999987
165,-580.7999999999987
166,-567.5999999999987
167,-567.5999999999987
168,-567.5999999999987
169,-541.1999999999987
170,-514.7999999999987
171,-514.7999999999987
172,-514.7999999999987
173,-501.5999999999987
174,-501.5999999999987
175,-488.3999999999987
176,-488.3999999999987
177,-488.3999999999987
178,-488.3999999999987
179,-475.19999999999874
180,-461.99999999999875
181,-461.99999999999875
182,-461.99999999999875
183,-461.99999999999875
184,-461.99999999999875
185,-461.99999999999875
186,-461.99999999999875
187,-461.99999999999875
188,-461.99999999999875
189,-461.99999999999875
190,-461.99999999999875
191,-461.99999999999875
192,-461.99999999999875
