,0
0,-13.2
1,-13.2
2,-26.4
3,-39.599999999999994
4,-52.8
5,-52.8
6,-52.8
7,-79.19999999999999
8,-79.19999999999999
9,-92.39999999999999
10,-105.6
11,-118.8
12,-132.0
13,-118.80000000000001
14,-145.20000000000002
15,-158.4
16,-171.6
17,-171.60000000000002
18,-184.8
19,-184.80000000000004
20,-211.20000000000002
21,-224.4
22,-224.40000000000003
23,-237.60000000000008
24,-237.60000000000008
25,-264.00000000000006
26,-264.00000000000006
27,-277.2000000000001
28,-277.2000000000001
29,-290.4000000000001
30,-316.8000000000001
31,-330.0000000000001
32,-330.0000000000001
33,-303.60000000000014
34,-343.2
35,-369.6000000000001
36,-356.4000000000001
37,-382.7999999999999
38,-395.99999999999994
39,-409.19999999999976
40,-422.3999999999998
41,-422.3999999999998
42,-435.5999999999996
43,-448.79999999999967
44,-461.9999999999996
45,-461.9999999999996
46,-461.99999999999955
47,-488.3999999999995
48,-501.5999999999995
49,-514.7999999999995
50,-514.7999999999995
51,-527.9999999999994
52,-541.1999999999995
53,-554.3999999999995
54,-541.1999999999995
55,-554.3999999999994
56,-580.7999999999994
57,-593.9999999999994
58,-607.1999999999995
59,-607.1999999999995
60,-620.3999999999994
61,-633.5999999999995
62,-646.7999999999995
63,-646.7999999999995
64,-646.7999999999994
65,-673.1999999999994
66,-686.3999999999994
67,-699.5999999999995
68,-699.5999999999995
69,-712.7999999999995
70,-725.9999999999994
71,-739.1999999999995
72,-739.1999999999995
73,-739.1999999999994
74,-765.5999999999995
75,-778.7999999999994
76,-778.7999999999994
77,-778.7999999999994
78,-805.1999999999992
79,-818.3999999999993
80,-831.5999999999993
81,-831.5999999999993
82,-831.5999999999993
83,-831.5999999999993
84,-831.5999999999993
85,-818.3999999999993
86,-818.3999999999993
87,-818.3999999999993
88,-818.3999999999993
89,-818.3999999999993
90,-805.1999999999992
91,-805.1999999999992
92,-805.1999999999992
93,-805.1999999999992
94,-791.9999999999992
95,-791.9999999999992
96,-778.7999999999992
97,-765.5999999999991
98,-765.5999999999991
99,-765.5999999999991
100,-765.5999999999991
101,-765.5999999999991
102,-765.5999999999991
103,-765.5999999999991
104,-765.5999999999991
105,-765.5999999999991
106,-765.5999999999991
107,-752.3999999999991
108,-752.3999999999991
109,-752.3999999999991
110,-739.199999999999
111,-739.199999999999
112,-739.199999999999
113,-739.199999999999
114,-725.999999999999
115,-712.7999999999989
116,-699.5999999999989
117,-686.3999999999988
118,-686.3999999999988
119,-686.3999999999988
120,-686.3999999999988
121,-686.3999999999988
122,-686.3999999999988
123,-686.3999999999988
124,-673.1999999999988
125,-673.1999999999988
126,-659.9999999999987
127,-659.9999999999987
128,-659.9999999999987
129,-659.9999999999987
130,-659.9999999999987
131,-659.9999999999987
132,-659.9999999999987
133,-659.9999999999987
134,-659.9999999999987
135,-659.9999999999987
136,-659.9999999999987
137,-659.9999999999987
138,-646.7999999999987
139,-633.5999999999987
140,-633.5999999999987
141,-620.3999999999986
142,-620.3999999999986
143,-620.3999999999986
144,-620.3999999999986
145,-607.1999999999986
146,-607.1999999999986
147,-593.9999999999985
148,-593.9999999999985
149,-593.9999999999985
150,-593.9999999999985
151,-593.9999999999985
152,-593.9999999999985
153,-593.9999999999985
154,-580.7999999999985
155,-580.7999999999985
156,-567.5999999999984
157,-567.5999999999984
158,-567.5999999999984
159,-567.5999999999984
160,-554.3999999999984
161,-554.3999999999984
162,-541.1999999999983
163,-541.1999999999983
164,-514.7999999999984
165,-514.7999999999984
166,-514.7999999999984
167,-514.7999999999984
168,-501.5999999999984
169,-501.5999999999984
170,-488.3999999999984
171,-488.3999999999984
172,-488.3999999999984
173,-488.3999999999984
174,-488.3999999999984
175,-475.1999999999984
176,-475.1999999999984
177,-475.1999999999984
178,-461.9999999999984
179,-448.7999999999984
180,-448.7999999999984
181,-448.7999999999984
182,-448.7999999999984
183,-448.7999999999984
184,-448.7999999999984
185,-448.7999999999984
186,-448.7999999999984
187,-448.7999999999984
188,-448.7999999999984
189,-448.7999999999984
190,-435.59999999999843
191,-409.19999999999845
192,-409.19999999999845
