,0
0,-13.2
1,-13.2
2,-13.2
3,-39.599999999999994
4,-52.8
5,-52.8
6,-65.99999999999999
7,-79.19999999999999
8,-92.39999999999999
9,-105.6
10,-92.39999999999999
11,-118.8
12,-132.0
13,-145.20000000000002
14,-145.20000000000002
15,-158.4
16,-171.60000000000002
17,-184.8
18,-198.0
19,-184.8
20,-211.20000000000002
21,-224.40000000000003
22,-224.40000000000003
23,-237.60000000000002
24,-250.8
25,-264.0
26,-277.20000000000005
27,-290.40000000000003
28,-290.40000000000003
29,-303.6
30,-303.6
31,-330.00000000000006
32,-316.80000000000007
33,-343.20000000000005
34,-343.20000000000005
35,-369.6000000000001
36,-382.80000000000007
37,-382.80000000000007
38,-396.00000000000006
39,-409.20000000000005
40,-422.40000000000003
41,-435.6
42,-435.6
43,-448.7999999999999
44,-461.9999999999999
45,-475.1999999999999
46,-475.1999999999999
47,-488.39999999999975
48,-501.59999999999974
49,-501.59999999999974
50,-514.7999999999996
51,-527.9999999999995
52,-527.9999999999995
53,-541.1999999999995
54,-567.5999999999996
55,-567.5999999999996
56,-580.7999999999995
57,-593.9999999999995
58,-607.1999999999996
59,-620.3999999999995
60,-620.3999999999995
61,-633.5999999999996
62,-633.5999999999995
63,-659.9999999999995
64,-659.9999999999995
65,-673.1999999999995
66,-673.1999999999995
67,-686.3999999999994
68,-699.5999999999995
69,-699.5999999999993
70,-725.9999999999993
71,-739.1999999999994
72,-739.1999999999994
73,-752.3999999999994
74,-752.3999999999993
75,-778.7999999999993
76,-778.7999999999993
77,-805.1999999999994
78,-805.1999999999994
79,-818.3999999999993
80,-818.3999999999993
81,-844.7999999999993
82,-857.9999999999993
83,-857.9999999999993
84,-871.1999999999994
85,-871.1999999999994
86,-857.9999999999993
87,-857.9999999999993
88,-831.5999999999993
89,-831.5999999999993
90,-831.5999999999993
91,-831.5999999999993
92,-831.5999999999993
93,-831.5999999999993
94,-831.5999999999993
95,-831.5999999999993
96,-831.5999999999993
97,-831.5999999999993
98,-831.5999999999993
99,-831.5999999999993
100,-831.5999999999993
101,-831.5999999999993
102,-831.5999999999993
103,-805.1999999999994
104,-805.1999999999994
105,-805.1999999999994
106,-805.1999999999994
107,-805.1999999999994
108,-805.1999999999994
109,-805.1999999999994
110,-805.1999999999994
111,-805.1999999999994
112,-805.1999999999994
113,-805.1999999999994
114,-791.9999999999993
115,-778.7999999999993
116,-778.7999999999993
117,-778.7999999999993
118,-778.7999999999993
119,-778.7999999999993
120,-778.7999999999993
121,-778.7999999999993
122,-778.7999999999993
123,-778.7999999999993
124,-778.7999999999993
125,-765.5999999999992
126,-765.5999999999992
127,-765.5999999999992
128,-739.1999999999992
129,-725.9999999999992
130,-725.9999999999992
131,-725.9999999999992
132,-712.7999999999992
133,-712.7999999999992
134,-712.7999999999992
135,-712.7999999999992
136,-712.7999999999992
137,-712.7999999999992
138,-712.7999999999992
139,-712.7999999999992
140,-712.7999999999992
141,-712.7999999999992
142,-712.7999999999992
143,-699.5999999999991
144,-699.5999999999991
145,-699.5999999999991
146,-699.5999999999991
147,-686.3999999999991
148,-686.3999999999991
149,-686.3999999999991
150,-673.199999999999
151,-673.199999999999
152,-673.199999999999
153,-659.999999999999
154,-659.999999999999
155,-646.7999999999989
156,-633.5999999999989
157,-620.3999999999988
158,-607.1999999999988
159,-607.1999999999988
160,-607.1999999999988
161,-607.1999999999988
162,-607.1999999999988
163,-593.9999999999987
164,-593.9999999999987
165,-593.9999999999987
166,-580.7999999999987
167,-580.7999999999987
168,-580.7999999999987
169,-580.7999999999987
170,-580.7999999999987
171,-580.7999999999987
172,-567.5999999999987
173,-567.5999999999987
174,-567.5999999999987
175,-554.3999999999986
176,-554.3999999999986
177,-554.3999999999986
178,-554.3999999999986
179,-554.3999999999986
180,-554.3999999999986
181,-541.1999999999986
182,-541.1999999999986
183,-541.1999999999986
184,-527.9999999999985
185,-527.9999999999985
186,-527.9999999999985
187,-527.9999999999985
188,-501.59999999999854
189,-475.19999999999857
190,-475.19999999999857
191,-475.19999999999857
192,-461.9999999999986
